Data Medicao,TEMPERATURA MAXIMA. DIARIA(Â°C),TEMPERATURA MEDIA COMPENSADA. DIARIA(Â°C),TEMPERATURA MINIMA. DIARIA(Â°C)
3/1/1981,34.5,26.66,22.2
3/2/1981,34.2,26.52,22.00
3/3/1981,32.3,25.26,21.4
3/4/1981,31.4,25.00,22.2
3/5/1981,31.5,24.74,21.6
3/6/1981,32.7,25.62,21.4
3/7/1981,31.3,26.14,22.4
3/8/1981,30.9,26.14,22.2
3/9/1981,33.1,25.82,22.4
3/10/1981,32.1,25.86,22.00
3/11/1981,29.3,25.38,22.4
3/12/1981,29.7,25.38,22.2
3/13/1981,27.4,24.64,22.4
3/14/1981,28.6,24.92,22.00
3/15/1981,28.8,24.8,22.4
3/16/1981,29.5,25.02,21.6
3/17/1981,30.7,25.62,22.4
3/18/1981,31.5,24.62,21.6
3/19/1981,24.6,22.3,20.8
3/20/1981,29.2,23.94,20.4
3/21/1981,28.6,24.08,20.6
3/22/1981,29.5,24.74,20.8
3/23/1981,31.1,25.1,21.2
3/24/1981,28.00,24.44,22.00
3/25/1981,30.3,24.58,20.8
3/26/1981,29.3,24.5,21.6
3/27/1981,30.3,25.22,22.00
3/28/1981,31.00,25.36,21.6
3/29/1981,32.1,25.58,21.4
3/30/1981,29.5,25.06,21.8
3/31/1981,30.1,25.1,22.2
4/1/1981,null,null,null
4/2/1981,28.4,24.16,21.4
4/3/1981,30.7,24.9,21.6
4/4/1981,31.7,25.66,22.2
4/5/1981,31.1,25.26,21.8
4/6/1981,31.5,25.1,21.00
4/7/1981,32.3,25.58,21.2
4/8/1981,32.3,25.58,20.2
4/9/1981,32.7,25.82,20.8
4/10/1981,33.3,26.02,20.8
4/11/1981,33.7,26.58,20.8
4/12/1981,34.3,27.02,21.8
4/13/1981,34.1,27.34,21.8
4/14/1981,33.9,27.7,23.00
4/15/1981,33.1,26.5,23.6
4/16/1981,32.9,26.02,22.2
4/17/1981,32.1,25.3,22.00
4/18/1981,33.3,26.38,22.00
4/19/1981,30.3,24.9,21.8
4/20/1981,29.9,25.1,21.4
4/21/1981,31.9,25.98,22.4
4/22/1981,31.9,25.58,20.8
4/23/1981,32.7,25.98,21.2
4/24/1981,32.7,25.62,20.8
4/25/1981,33.5,25.98,19.6
4/26/1981,33.3,26.5,21.00
4/27/1981,32.1,26.34,21.00
4/28/1981,33.3,26.42,21.6
4/29/1981,33.3,25.86,20.8
4/30/1981,31.1,25.74,22.00
5/1/1981,33.5,25.7,22.4
5/2/1981,33.3,25.62,21.2
5/3/1981,30.9,25.74,22.2
5/4/1981,null,null,null
5/5/1981,33.1,25.86,21.00
5/6/1981,32.3,25.98,21.00
5/7/1981,32.1,25.7,20.8
5/8/1981,30.9,24.74,20.00
5/9/1981,31.7,24.78,20.8
5/10/1981,31.7,24.66,19.6
5/11/1981,32.3,24.44,18.6
5/12/1981,32.7,25.1,19.6
5/13/1981,33.5,25.98,21.2
5/14/1981,32.9,24.98,18.6
5/15/1981,33.3,24.54,18.6
5/16/1981,33.1,25.02,17.6
5/17/1981,32.9,25.9,20.2
5/18/1981,33.7,26.02,19.8
5/19/1981,33.1,25.86,20.8
5/20/1981,33.1,25.86,20.4
5/21/1981,33.1,25.74,20.00
5/22/1981,32.7,26.06,19.6
5/23/1981,31.8,24.74,18.8
5/24/1981,31.5,25.54,21.8
5/25/1981,32.1,24.26,18.2
5/26/1981,32.7,25.22,19.00
5/27/1981,32.9,25.1,18.2
5/28/1981,33.3,25.14,19.00
5/29/1981,33.5,26.04,19.00
5/30/1981,33.7,26.1,19.8
5/31/1981,33.3,26.58,21.8
6/1/1981,33.1,26.54,21.00
6/2/1981,33.3,26.06,20.4
6/3/1981,32.7,26.06,21.2
6/4/1981,34.3,26.82,22.00
6/5/1981,33.3,26.34,21.00
6/6/1981,31.5,25.54,20.8
6/7/1981,31.9,25.62,21.6
6/8/1981,31.3,25.1,20.6
6/9/1981,31.3,25.06,20.6
6/10/1981,31.5,25.26,19.2
6/11/1981,31.9,25.3,20.4
6/12/1981,31.7,24.74,19.6
6/13/1981,31.9,24.74,18.4
6/14/1981,32.1,24.7,18.00
6/15/1981,32.1,24.82,18.8
6/16/1981,32.3,25.48,19.4
6/17/1981,33.7,26.62,21.4
6/18/1981,32.7,25.42,20.00
6/19/1981,32.7,26.18,19.8
6/20/1981,33.1,25.86,20.4
6/21/1981,32.5,25.06,18.6
6/22/1981,32.1,23.92,17.6
6/23/1981,32.4,23.9,17.8
6/24/1981,32.3,23.88,16.6
6/25/1981,32.9,24.5,17.6
6/26/1981,32.3,24.42,17.00
6/27/1981,31.9,24.5,18.2
6/28/1981,32.7,24.34,16.8
6/29/1981,33.7,25.3,17.8
6/30/1981,33.1,25.22,18.6
7/1/1981,33.1,25.3,19.4
7/2/1981,31.9,23.84,18.6
7/3/1981,null,null,null
7/4/1981,33.7,24.88,18.00
7/5/1981,33.3,26.14,21.00
7/6/1981,30.3,25.14,21.8
7/7/1981,31.3,24.08,19.2
7/8/1981,31.7,24.02,18.4
7/9/1981,32.1,24.76,17.8
7/10/1981,32.9,25.1,19.4
7/11/1981,32.7,24.74,17.8
7/12/1981,33.1,24.88,17.8
7/13/1981,33.3,24.92,17.8
7/14/1981,33.7,24.36,17.6
7/15/1981,33.3,24.6,17.4
7/16/1981,33.7,24.72,17.4
7/17/1981,33.1,24.52,17.6
7/18/1981,33.1,24.52,17.4
7/19/1981,30.3,23.16,16.8
7/20/1981,30.1,22.96,16.6
7/21/1981,31.9,24.04,18.00
7/22/1981,32.9,25.00,17.8
7/23/1981,33.7,25.32,19.00
7/24/1981,34.1,25.2,18.8
7/25/1981,32.1,24.94,19.00
7/26/1981,33.3,24.6,17.6
7/27/1981,33.3,24.3,16.6
7/28/1981,33.1,24.08,16.6
7/29/1981,33.9,24.88,16.8
7/30/1981,34.3,25.9,19.00
7/31/1981,34.7,26.34,20.4
8/1/1981,34.7,26.5,19.2
8/2/1981,34.7,26.02,19.00
8/3/1981,33.9,25.38,18.6
8/4/1981,34.3,25.12,18.00
8/5/1981,33.7,25.22,18.4
8/6/1981,34.3,25.4,17.6
8/7/1981,34.3,25.08,16.8
8/8/1981,34.3,25.44,17.8
8/9/1981,34.9,26.42,18.00
8/10/1981,34.9,26.34,18.8
8/11/1981,35.1,25.64,17.8
8/12/1981,33.1,26.02,19.8
8/13/1981,null,null,null
8/14/1981,34.1,26.7,22.2
8/15/1981,35.3,26.58,20.8
8/16/1981,35.5,25.7,19.8
8/17/1981,27.8,23.04,19.2
8/18/1981,null,null,null
8/19/1981,32.7,24.86,19.6
8/20/1981,30.9,24.82,19.8
8/21/1981,32.9,25.78,20.2
8/22/1981,33.7,26.42,20.2
8/23/1981,34.1,26.74,20.00
8/24/1981,35.1,27.18,20.2
8/25/1981,34.3,27.02,20.4
8/26/1981,30.7,25.34,20.2
8/27/1981,34.1,26.34,20.6
8/28/1981,34.3,26.54,21.00
8/29/1981,34.3,26.82,21.00
8/30/1981,35.1,26.12,19.2
8/31/1981,34.7,25.64,18.8
9/1/1981,33.7,26.54,19.8
9/2/1981,33.9,26.02,19.00
9/3/1981,35.7,27.22,19.6
9/4/1981,33.7,26.54,20.6
9/5/1981,34.7,27.34,20.8
9/6/1981,30.7,25.1,21.00
9/7/1981,34.3,26.4,19.4
9/8/1981,33.5,26.12,19.6
9/9/1981,34.1,26.78,19.8
9/10/1981,34.9,26.58,19.8
9/11/1981,34.7,25.84,19.00
9/12/1981,33.7,26.22,19.2
9/13/1981,33.3,25.98,19.4
9/14/1981,35.3,24.78,20.4
9/15/1981,32.3,25.66,20.00
9/16/1981,32.1,25.78,20.6
9/17/1981,31.3,24.5,21.4
9/18/1981,32.3,24.64,19.4
9/19/1981,33.7,24.72,20.4
9/20/1981,null,null,null
9/21/1981,34.9,27.62,20.4
9/22/1981,34.7,27.58,21.4
9/23/1981,34.1,27.18,20.4
9/24/1981,35.3,28.1,22.2
9/25/1981,34.1,27.9,22.4
9/26/1981,34.3,27.9,22.2
9/27/1981,33.9,27.42,21.8
9/28/1981,34.1,27.66,21.8
9/29/1981,34.3,27.9,22.2
9/30/1981,31.9,26.58,22.4
10/1/1981,34.9,27.46,21.4
10/2/1981,29.00,23.28,20.2
10/3/1981,30.1,24.24,20.00
10/4/1981,32.7,26.3,20.8
10/5/1981,35.1,26.46,21.00
10/6/1981,32.1,24.82,21.6
10/7/1981,32.3,25.82,20.4
10/8/1981,33.9,27.14,21.00
10/9/1981,32.3,26.86,22.4
10/10/1981,31.9,24.82,21.8
10/11/1981,27.4,23.86,20.4
10/12/1981,32.3,26.02,21.2
10/13/1981,31.1,24.66,21.6
10/14/1981,null,null,null
10/15/1981,33.1,26.58,21.2
10/16/1981,35.1,27.54,21.2
10/17/1981,34.1,27.58,21.4
10/18/1981,31.1,26.3,22.2
10/19/1981,30.7,26.1,21.6
10/20/1981,null,null,null
10/21/1981,30.7,24.34,21.2
10/22/1981,33.7,23.96,19.6
10/23/1981,31.5,25.02,19.8
10/24/1981,31.3,25.42,21.2
10/25/1981,33.1,25.34,21.2
10/26/1981,34.7,26.82,20.8
10/27/1981,31.1,26.02,22.6
10/28/1981,31.7,25.82,21.8
10/29/1981,32.7,26.7,21.8
10/30/1981,34.1,28.1,22.8
10/31/1981,32.3,27.34,23.00
11/1/1981,28.6,25.64,22.8
11/2/1981,25.4,23.04,21.2
11/3/1981,32.1,25.74,20.4
11/4/1981,34.1,27.22,21.00
11/5/1981,34.1,27.22,21.00
11/6/1981,33.5,26.98,22.4
11/7/1981,33.3,25.82,22.00
11/8/1981,30.7,24.62,21.4
11/9/1981,30.7,24.42,21.2
11/10/1981,29.3,24.1,21.2
11/11/1981,24.4,22.44,20.6
11/12/1981,30.1,24.48,20.4
11/13/1981,31.1,25.54,21.4
11/14/1981,30.1,25.02,21.8
11/15/1981,32.7,25.7,21.2
11/16/1981,30.1,25.02,22.2
11/17/1981,30.7,24.9,21.2
11/18/1981,33.5,25.54,20.8
11/19/1981,28.2,24.22,20.4
11/20/1981,32.3,26.34,21.4
11/21/1981,31.5,25.78,21.8
11/22/1981,25.8,22.88,21.00
11/23/1981,30.3,24.7,19.8
11/24/1981,31.3,24.98,20.8
11/25/1981,30.1,23.94,21.00
11/26/1981,31.7,24.58,20.4
11/27/1981,32.7,26.34,21.2
11/28/1981,32.7,26.7,21.6
11/29/1981,32.7,26.34,21.6
11/30/1981,27.8,24.8,22.4
12/1/1981,32.3,24.00,20.4
12/2/1981,33.3,25.34,20.00
12/3/1981,32.3,25.22,20.8
12/4/1981,31.3,24.54,21.2
12/5/1981,33.1,26.78,21.00
12/6/1981,32.1,26.3,22.00
12/7/1981,30.9,25.34,22.2
12/8/1981,33.3,25.46,21.00
12/9/1981,26.6,23.44,20.6
12/10/1981,30.1,25.18,21.00
12/11/1981,30.9,24.5,20.00
12/12/1981,29.2,24.4,21.2
12/13/1981,32.7,25.62,20.8
12/14/1981,27.4,23.44,20.8
12/15/1981,30.3,24.66,20.6
12/16/1981,31.7,24.66,20.8
12/17/1981,30.1,24.62,20.8
12/18/1981,29.00,23.84,21.2
12/19/1981,29.5,24.34,21.2
12/20/1981,32.1,25.98,20.00
12/21/1981,32.3,24.98,20.00
12/22/1981,32.1,25.22,20.2
12/23/1981,29.9,23.5,19.8
12/24/1981,30.3,23.38,20.00
12/25/1981,31.7,24.74,19.6
12/26/1981,31.3,24.66,21.4
12/27/1981,31.1,24.9,21.00
12/28/1981,31.9,25.34,21.00
12/29/1981,33.3,26.82,21.4
12/30/1981,30.1,24.62,20.00
12/31/1981,30.7,25.14,20.8
1/1/1982,30.1,24.9,21.6
1/2/1982,30.7,24.7,20.8
1/3/1982,32.7,25.7,20.6
1/4/1982,27.7,23.42,21.00
1/5/1982,29.00,23.52,20.4
1/6/1982,31.7,24.58,20.6
1/7/1982,30.1,25.06,21.2
1/8/1982,27.4,23.76,21.4
1/9/1982,29.3,24.7,20.2
1/10/1982,29.5,23.98,20.4
1/11/1982,31.1,24.74,20.2
1/12/1982,32.3,26.06,21.4
1/13/1982,31.1,25.42,21.4
1/14/1982,30.1,24.86,21.6
1/15/1982,27.00,24.04,22.00
1/16/1982,26.6,24.16,21.4
1/17/1982,30.3,25.02,21.00
1/18/1982,26.8,23.12,21.00
1/19/1982,30.1,23.98,20.4
1/20/1982,28.8,24.84,21.4
1/21/1982,28.2,23.52,21.00
1/22/1982,30.9,25.22,20.6
1/23/1982,30.5,25.38,21.4
1/24/1982,30.3,24.46,21.6
1/25/1982,28.6,23.92,21.00
1/26/1982,29.7,23.34,20.4
1/27/1982,30.7,24.7,19.8
1/28/1982,30.5,25.02,20.8
1/29/1982,29.5,24.78,21.4
1/30/1982,32.3,25.86,20.6
1/31/1982,31.5,25.38,21.00
2/1/1982,null,null,null
2/2/1982,32.3,25.82,21.00
2/3/1982,30.3,23.74,19.8
2/4/1982,30.3,24.38,20.00
2/5/1982,32.1,24.74,20.4
2/6/1982,null,null,null
2/7/1982,26.2,22.32,19.8
2/8/1982,30.3,24.3,20.00
2/9/1982,32.3,25.1,20.4
2/10/1982,32.1,24.66,20.8
2/11/1982,null,null,null
2/12/1982,32.7,25.1,20.4
2/13/1982,32.3,25.74,21.4
2/14/1982,null,null,null
2/15/1982,32.7,26.06,20.2
2/16/1982,32.7,25.66,22.4
2/17/1982,25.6,22.92,20.4
2/18/1982,null,null,null
2/19/1982,32.1,24.9,21.2
2/20/1982,33.3,25.5,21.00
2/21/1982,28.2,24.00,20.6
2/22/1982,32.7,24.98,20.2
2/23/1982,null,null,null
2/24/1982,null,null,null
2/25/1982,28.8,24.32,20.8
2/26/1982,30.9,24.58,21.00
2/27/1982,32.3,25.66,21.4
2/28/1982,32.5,25.5,21.4
3/1/1982,33.1,25.78,22.2
3/2/1982,25.00,22.76,21.2
3/3/1982,26.6,23.16,19.8
3/4/1982,32.5,25.1,20.2
3/5/1982,33.7,25.62,21.00
3/6/1982,32.7,26.02,20.6
3/7/1982,26.4,23.64,20.8
3/8/1982,null,null,null
3/9/1982,30.9,25.14,21.4
3/10/1982,30.5,24.94,21.2
3/11/1982,28.6,24.6,21.6
3/12/1982,33.1,26.14,21.00
3/13/1982,31.5,24.74,21.2
3/14/1982,31.7,25.74,20.8
3/15/1982,33.9,26.42,21.4
3/16/1982,33.2,26.28,21.2
3/17/1982,32.1,25.46,21.4
3/18/1982,30.7,25.34,21.4
3/19/1982,32.1,26.46,22.00
3/20/1982,31.7,25.86,22.2
3/21/1982,30.3,25.66,22.00
3/22/1982,null,null,null
3/23/1982,32.7,25.42,20.4
3/24/1982,32.3,25.74,22.00
3/25/1982,31.3,26.06,22.00
3/26/1982,27.2,23.84,21.6
3/27/1982,29.7,25.1,21.6
3/28/1982,32.9,25.62,20.4
3/29/1982,null,null,null
3/30/1982,28.00,24.24,21.00
3/31/1982,29.3,24.38,21.00
4/1/1982,null,null,null
4/2/1982,32.9,25.42,21.00
4/3/1982,33.3,25.26,20.8
4/4/1982,33.3,25.5,21.2
4/5/1982,32.3,25.5,21.6
4/6/1982,32.5,25.7,21.8
4/7/1982,32.1,26.06,21.4
4/8/1982,31.7,25.14,22.00
4/9/1982,29.9,24.98,21.4
4/10/1982,29.7,24.9,21.4
4/11/1982,31.9,25.26,21.8
4/12/1982,32.1,25.18,21.6
4/13/1982,30.1,24.58,21.4
4/14/1982,31.3,25.3,20.6
4/15/1982,32.9,25.98,21.6
4/16/1982,28.2,24.4,21.00
4/17/1982,31.1,25.06,21.4
4/18/1982,null,null,null
4/19/1982,29.3,23.62,20.2
4/20/1982,31.3,25.22,19.6
4/21/1982,32.3,25.98,21.00
4/22/1982,32.7,26.5,21.8
4/23/1982,33.3,25.94,21.2
4/24/1982,30.9,24.98,21.4
4/25/1982,32.3,24.7,21.2
4/26/1982,29.00,24.52,20.6
4/27/1982,32.5,25.5,21.2
4/28/1982,30.3,24.54,21.4
4/29/1982,30.3,24.62,21.2
4/30/1982,31.9,25.5,21.2
5/1/1982,30.1,24.66,21.2
5/2/1982,31.8,25.68,21.2
5/3/1982,32.3,26.42,21.6
5/4/1982,33.3,26.38,22.00
5/5/1982,31.1,24.42,20.8
5/6/1982,30.5,25.42,21.00
5/7/1982,31.7,25.54,21.00
5/8/1982,32.3,25.34,20.00
5/9/1982,32.3,25.78,20.2
5/10/1982,33.1,25.86,20.00
5/11/1982,32.1,25.62,21.00
5/12/1982,32.7,25.06,20.2
5/13/1982,32.9,25.82,19.8
5/14/1982,32.7,25.94,21.00
5/15/1982,32.3,25.46,20.4
5/16/1982,32.3,24.84,18.8
5/17/1982,31.9,24.98,19.00
5/18/1982,30.9,24.38,19.6
5/19/1982,32.3,25.62,20.4
5/20/1982,31.9,25.34,20.4
5/21/1982,31.9,25.58,21.4
5/22/1982,26.8,23.4,20.6
5/23/1982,31.1,24.7,20.00
5/24/1982,31.3,24.62,20.00
5/25/1982,32.3,25.42,20.00
5/26/1982,31.5,25.32,20.1
5/27/1982,30.9,25.34,20.2
5/28/1982,30.7,25.3,19.8
5/29/1982,31.3,25.46,20.2
5/30/1982,31.7,24.7,20.8
5/31/1982,31.3,24.34,19.4
6/1/1982,31.9,24.9,18.6
6/2/1982,31.9,24.54,17.8
6/3/1982,31.9,24.44,17.8
6/4/1982,32.1,25.06,18.6
6/5/1982,32.5,25.42,19.6
6/6/1982,32.9,25.74,20.00
6/7/1982,32.9,25.82,19.6
6/8/1982,31.9,24.38,20.00
6/9/1982,32.1,25.14,19.6
6/10/1982,31.9,24.82,19.00
6/11/1982,32.5,24.28,17.6
6/12/1982,32.7,25.28,18.00
6/13/1982,32.9,26.22,21.2
6/14/1982,32.7,25.46,19.8
6/15/1982,32.5,24.86,18.2
6/16/1982,32.9,25.82,19.8
6/17/1982,33.3,25.42,19.00
6/18/1982,32.5,24.7,17.8
6/19/1982,32.5,24.9,18.00
6/20/1982,32.7,25.3,18.6
6/21/1982,31.7,24.3,19.8
6/22/1982,33.3,24.9,20.00
6/23/1982,32.1,24.92,19.4
6/24/1982,32.3,24.82,19.2
6/25/1982,30.1,25.06,20.4
6/26/1982,31.7,25.5,21.00
6/27/1982,31.7,25.74,20.4
6/28/1982,32.3,25.52,20.00
6/29/1982,32.7,25.18,20.00
6/30/1982,32.8,24.68,18.2
7/1/1982,32.3,24.5,18.6
7/2/1982,32.9,25.14,18.8
7/3/1982,32.9,25.62,19.2
7/4/1982,32.3,25.58,19.4
7/5/1982,32.7,24.38,16.8
7/6/1982,32.1,23.78,16.2
7/7/1982,32.3,24.3,18.2
7/8/1982,null,null,null
7/9/1982,33.5,24.64,17.00
7/10/1982,33.7,25.3,18.00
7/11/1982,32.9,25.98,20.4
7/12/1982,33.7,25.82,19.4
7/13/1982,32.9,25.18,19.6
7/14/1982,33.1,25.1,19.00
7/15/1982,33.3,25.1,18.8
7/16/1982,33.3,25.62,18.8
7/17/1982,32.7,24.7,18.6
7/18/1982,33.1,25.54,18.6
7/19/1982,32.1,25.5,20.00
7/20/1982,31.9,25.1,19.6
7/21/1982,33.5,25.94,20.2
7/22/1982,32.9,25.58,20.4
7/23/1982,32.9,24.7,18.4
7/24/1982,33.1,24.46,17.2
7/25/1982,32.9,25.06,18.4
7/26/1982,32.9,24.26,17.2
7/27/1982,32.9,24.82,17.00
7/28/1982,null,null,null
7/29/1982,32.9,25.46,19.6
7/30/1982,34.3,25.62,19.00
7/31/1982,34.3,25.54,18.6
8/1/1982,33.1,24.86,19.2
8/2/1982,30.7,23.5,18.8
8/3/1982,32.3,24.86,18.4
8/4/1982,33.7,25.46,18.6
8/5/1982,32.9,24.7,18.8
8/6/1982,32.7,24.94,18.2
8/7/1982,32.9,25.14,18.8
8/8/1982,33.5,25.3,18.6
8/9/1982,34.3,25.18,18.2
8/10/1982,33.9,24.98,17.8
8/11/1982,34.3,25.3,18.4
8/12/1982,34.7,26.1,18.00
8/13/1982,34.1,25.62,20.00
8/14/1982,33.7,25.9,18.8
8/15/1982,33.7,25.5,18.2
8/16/1982,33.9,25.02,17.8
8/17/1982,34.3,25.42,17.8
8/18/1982,34.3,25.78,19.2
8/19/1982,34.1,25.9,19.2
8/20/1982,34.1,26.62,19.6
8/21/1982,33.1,26.34,20.2
8/22/1982,32.9,24.82,20.2
8/23/1982,33.9,26.18,19.4
8/24/1982,33.9,25.46,21.00
8/25/1982,32.9,25.82,19.6
8/26/1982,33.7,26.26,20.00
8/27/1982,33.1,25.54,19.8
8/28/1982,33.1,24.14,18.6
8/29/1982,32.7,25.46,19.00
8/30/1982,33.9,26.26,19.00
8/31/1982,33.9,26.22,19.6
9/1/1982,33.7,24.18,19.6
9/2/1982,32.7,24.66,19.00
9/3/1982,32.7,25.14,19.00
9/4/1982,33.5,25.98,19.6
9/5/1982,33.3,25.9,20.00
9/6/1982,33.7,26.66,21.00
9/7/1982,32.9,25.62,20.00
9/8/1982,32.9,26.18,20.6
9/9/1982,30.9,23.66,20.00
9/10/1982,25.8,22.92,19.4
9/11/1982,32.1,24.54,20.4
9/12/1982,32.1,25.42,19.4
9/13/1982,31.1,25.26,20.00
9/14/1982,33.3,26.26,19.8
9/15/1982,28.4,23.44,20.6
9/16/1982,30.3,24.42,19.4
9/17/1982,31.7,24.5,20.4
9/18/1982,31.3,25.62,20.2
9/19/1982,32.3,26.26,21.2
9/20/1982,33.3,26.82,21.00
9/21/1982,28.8,24.32,20.2
9/22/1982,30.1,22.94,19.6
9/23/1982,31.3,23.74,18.8
9/24/1982,32.7,24.26,19.8
9/25/1982,31.7,24.66,19.6
9/26/1982,32.3,25.54,19.8
9/27/1982,33.3,25.94,19.4
9/28/1982,34.1,26.54,20.8
9/29/1982,32.3,25.98,21.6
9/30/1982,31.9,25.58,20.00
10/1/1982,null,null,null
10/2/1982,31.3,24.54,19.00
10/3/1982,27.2,23.52,20.2
10/4/1982,32.1,25.5,20.2
10/5/1982,32.1,24.18,20.4
10/6/1982,30.3,24.46,20.00
10/7/1982,30.1,24.46,20.2
10/8/1982,32.7,25.98,20.00
10/9/1982,33.7,25.5,20.00
10/10/1982,33.3,25.86,19.2
10/11/1982,33.3,26.02,19.4
10/12/1982,33.3,25.94,20.2
10/13/1982,34.9,26.82,20.8
10/14/1982,29.00,25.28,21.00
10/15/1982,33.3,26.1,20.00
10/16/1982,32.3,25.46,21.00
10/17/1982,31.7,25.1,20.00
10/18/1982,31.7,25.22,20.00
10/19/1982,33.9,26.34,19.6
10/20/1982,33.9,26.06,20.6
10/21/1982,32.3,26.26,19.6
10/22/1982,33.7,26.18,20.2
10/23/1982,33.3,25.86,19.4
10/24/1982,33.7,26.54,19.8
10/25/1982,33.7,25.1,20.8
10/26/1982,33.7,26.1,19.00
10/27/1982,34.7,25.42,20.4
10/28/1982,null,null,null
10/29/1982,30.9,24.82,21.00
10/30/1982,32.3,25.78,21.4
10/31/1982,28.2,23.6,20.6
11/1/1982,31.5,24.7,19.8
11/2/1982,32.1,24.54,21.00
11/3/1982,30.9,24.46,20.2
11/4/1982,29.00,24.48,20.00
11/5/1982,30.5,24.3,21.00
11/6/1982,32.7,25.74,20.4
11/7/1982,30.1,25.5,21.2
11/8/1982,31.5,25.26,21.8
11/9/1982,31.3,25.06,21.6
11/10/1982,32.7,26.3,21.00
11/11/1982,31.1,25.62,21.00
11/12/1982,32.3,26.42,20.8
11/13/1982,31.1,25.98,21.00
11/14/1982,32.5,26.1,21.00
11/15/1982,34.1,26.86,21.00
11/16/1982,31.7,26.74,21.4
11/17/1982,32.3,26.1,21.00
11/18/1982,null,null,null
11/19/1982,32.9,26.62,21.00
11/20/1982,null,null,null
11/21/1982,32.3,26.26,20.6
11/22/1982,32.1,26.02,21.00
11/23/1982,33.9,26.98,20.4
11/24/1982,34.7,27.1,21.4
11/25/1982,32.5,25.9,20.00
11/26/1982,30.9,24.7,19.6
11/27/1982,30.1,24.58,20.2
11/28/1982,32.1,25.62,20.00
11/29/1982,32.9,25.14,20.00
11/30/1982,33.1,25.9,19.8
12/1/1982,32.9,25.94,20.6
12/2/1982,32.7,25.86,20.4
12/3/1982,32.7,26.18,20.2
12/4/1982,32.7,26.06,21.4
12/5/1982,30.3,24.98,19.8
12/6/1982,32.5,25.86,19.8
12/7/1982,34.1,25.82,19.8
12/8/1982,31.7,25.38,20.6
12/9/1982,31.5,24.58,20.8
12/10/1982,32.1,24.26,20.00
12/11/1982,32.5,24.78,20.4
12/12/1982,32.9,24.86,20.4
12/13/1982,32.5,25.54,20.2
12/14/1982,32.5,25.86,20.8
12/15/1982,29.9,24.22,20.8
12/16/1982,31.1,24.54,20.8
12/17/1982,32.1,25.34,21.00
12/18/1982,33.1,25.7,21.4
12/19/1982,29.6,24.52,20.8
12/20/1982,31.3,25.1,21.2
12/21/1982,32.7,24.98,20.2
12/22/1982,32.3,26.42,20.2
12/23/1982,30.3,25.62,20.4
12/24/1982,32.3,25.46,21.4
12/25/1982,28.6,24.48,21.00
12/26/1982,30.1,24.66,21.4
12/27/1982,30.3,24.78,21.00
12/28/1982,31.9,25.1,20.8
12/29/1982,null,null,null
12/30/1982,29.2,23.36,19.8
12/31/1982,28.8,23.64,19.6
1/1/1983,32.3,25.78,19.8
1/2/1983,30.3,24.9,21.6
1/3/1983,30.1,25.54,20.6
1/4/1983,32.9,26.5,21.00
1/5/1983,33.3,26.38,20.4
1/6/1983,33.7,26.5,20.6
1/7/1983,33.1,26.62,21.00
1/8/1983,33.7,26.42,21.00
1/9/1983,32.9,26.74,21.00
1/10/1983,32.1,26.1,21.00
1/11/1983,32.5,26.3,20.8
1/12/1983,32.5,26.3,20.8
1/13/1983,33.1,26.34,20.6
1/14/1983,33.7,26.54,20.6
1/15/1983,33.1,26.5,20.6
1/16/1983,32.3,25.5,21.00
1/17/1983,30.5,25.98,21.2
1/18/1983,30.1,26.02,23.2
1/19/1983,30.9,25.78,21.6
1/20/1983,34.1,27.34,21.8
1/21/1983,31.3,25.9,21.00
1/22/1983,32.3,26.74,22.2
1/23/1983,30.9,26.38,22.00
1/24/1983,30.9,25.74,22.4
1/25/1983,30.6,25.56,22.00
1/26/1983,28.2,24.48,22.00
1/27/1983,30.9,25.34,21.4
1/28/1983,28.4,24.44,21.4
1/29/1983,29.00,24.36,21.00
1/30/1983,30.3,25.26,21.4
1/31/1983,29.00,24.76,21.6
2/1/1983,30.3,24.5,21.4
2/2/1983,27.6,23.8,21.00
2/3/1983,27.6,24.52,21.2
2/4/1983,29.9,25.02,21.6
2/5/1983,29.9,24.66,21.6
2/6/1983,29.7,24.46,21.8
2/7/1983,27.4,23.84,20.4
2/8/1983,27.6,23.84,21.00
2/9/1983,28.8,24.56,20.6
2/10/1983,32.1,25.5,21.2
2/11/1983,32.9,26.18,20.8
2/12/1983,30.3,25.54,20.8
2/13/1983,33.9,26.34,21.2
2/14/1983,30.1,24.54,21.4
2/15/1983,31.1,25.06,21.6
2/16/1983,32.3,24.86,19.4
2/17/1983,32.7,24.74,21.4
2/18/1983,33.5,26.74,20.4
2/19/1983,33.9,27.38,22.00
2/20/1983,32.7,27.54,22.00
2/21/1983,33.3,26.26,22.00
2/22/1983,33.1,25.98,21.4
2/23/1983,34.3,27.1,20.8
2/24/1983,34.7,27.3,21.00
2/25/1983,34.5,27.26,21.00
2/26/1983,34.9,27.62,21.00
2/27/1983,34.9,27.5,21.00
2/28/1983,33.5,26.82,21.4
3/1/1983,32.1,25.9,21.00
3/2/1983,32.9,25.98,21.4
3/3/1983,32.7,25.82,21.2
3/4/1983,31.3,25.98,21.8
3/5/1983,30.3,25.82,22.2
3/6/1983,29.7,25.66,22.2
3/7/1983,30.1,25.26,21.6
3/8/1983,29.3,23.98,20.6
3/9/1983,31.5,25.26,21.00
3/10/1983,32.9,26.78,21.00
